"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 08 12:24:52 GMT 2024","Fri Nov 08 12:24:53 GMT 2024","67","","","","BackendApp.UnitTests.WeatherForecastControllerTest","BackendApp.UnitTests.WeatherForecastControllerTest.Get_ReturnsWeatherForecast","BackendApp.UnitTests.WeatherForecastControllerTest.Get_ReturnsWeatherForecast",""
